Date,Power (kW),Temperature (ºC),Humidity (%),Pressure (mbar),solarRad_W/m2,Power-1,Power deriv,Hour,Week Day,Month,Cos Hour,Day/Night
2019-01-01 02:00:00,94.752,10.260833333333332,61.72,1031.0833333333333,2.67475,87.99,-0.6870000000000118,2,1,1,113.39745962155612,100
2019-01-01 03:00:00,88.709,9.666666666666666,63.89333333333334,1031.0833333333333,2.44425,94.752,6.7620000000000005,3,1,1,129.28932188134524,100
2019-01-01 04:00:00,88.926,8.640833333333333,68.03416666666668,1031.0,3.0563333333333333,88.709,-6.042999999999992,4,1,1,150.0,100
2019-01-01 05:00:00,89.539,9.093333333333334,63.193333333333335,1031.0,2.426416666666667,88.926,0.21699999999999875,5,1,1,174.11809548974793,100
2019-01-01 06:00:00,92.399,8.3925,67.45666666666666,1031.4166666666667,2.46775,89.539,0.6129999999999995,6,1,1,200.0,100
2019-01-01 07:00:00,99.188,7.697500000000001,70.29833333333333,1032.0,3.4028333333333336,92.399,2.8599999999999994,7,1,1,225.88190451025207,100
2019-01-01 08:00:00,106.739,7.696666666666666,70.61999999999999,1033.0,66.3175,99.188,6.7890000000000015,8,1,1,249.99999999999997,100
2019-01-01 09:00:00,105.838,8.685,63.055,1033.0833333333333,216.0666666666667,106.739,7.551000000000002,9,1,1,270.71067811865476,400
2019-01-01 10:00:00,110.078,9.961666666666668,58.75833333333333,1033.5833333333333,349.31666666666666,105.838,-0.9010000000000105,10,1,1,286.6025403784439,400
2019-01-01 11:00:00,107.257,11.290833333333332,53.24666666666667,1033.0,441.98333333333335,110.078,4.240000000000009,11,1,1,296.5925826289068,400
2019-01-01 12:00:00,106.283,12.480833333333337,48.16833333333333,1032.3333333333333,481.325,107.257,-2.820999999999998,12,1,1,300.0,400
2019-01-01 13:00:00,108.882,14.080833333333333,42.3475,1031.75,463.56666666666666,106.283,-0.9740000000000038,13,1,1,296.5925826289068,400
2019-01-01 14:00:00,107.916,15.055,38.46333333333333,1031.0,388.4333333333333,108.882,2.5990000000000038,14,1,1,286.6025403784439,400
2019-01-01 15:00:00,106.191,15.814166666666669,36.73083333333333,1031.5,265.3333333333333,107.916,-0.9660000000000082,15,1,1,270.71067811865476,400
2019-01-01 16:00:00,105.455,15.722500000000002,34.208333333333336,1032.0,116.13,106.191,-1.7249999999999943,16,1,1,250.00000000000006,400
2019-01-01 17:00:00,113.57,14.49,35.6375,1032.0,7.204833333333333,105.455,-0.7360000000000042,17,1,1,225.88190451025207,400
2019-01-01 18:00:00,103.995,14.13,38.899166666666666,1032.0833333333333,1.3589166666666666,113.57,8.114999999999995,18,1,1,200.00000000000003,100
2019-01-01 19:00:00,100.805,13.160833333333334,53.75333333333333,1033.0,1.0246666666666666,103.995,-9.574999999999989,19,1,1,174.118095489748,100
2019-01-01 20:00:00,99.72,12.586666666666666,56.840833333333336,1033.0,2.354083333333333,100.805,-3.1899999999999977,20,1,1,150.0,100
2019-01-01 21:00:00,93.79,13.025833333333331,51.149166666666666,1033.0,1.394,99.72,-1.085000000000008,21,1,1,129.28932188134524,100
2019-01-01 22:00:00,88.765,12.034999999999998,53.094166666666666,1033.0,0.9255,93.79,-5.929999999999993,22,1,1,113.39745962155617,100
2019-01-01 23:00:00,87.695,11.660833333333334,49.93,1033.0,0.8445833333333334,88.765,-5.025000000000006,23,1,1,103.40741737109319,100
2019-01-02 00:00:00,108.261,11.498333333333331,49.37083333333334,1032.9166666666667,1.1863333333333337,87.695,-1.0700000000000074,0,2,1,100.0,100
2019-01-02 01:00:00,105.474,11.144166666666663,48.53666666666667,1032.8333333333333,0.8446666666666666,108.261,20.566000000000003,1,2,1,103.40741737109317,100
2019-01-02 02:00:00,107.18,10.790833333333332,52.24916666666667,1032.75,1.22775,105.474,-2.786999999999992,2,2,1,113.39745962155612,100
2019-01-02 03:00:00,107.636,10.448333333333334,65.40833333333333,1032.1666666666667,2.451,107.18,1.706000000000003,3,2,1,129.28932188134524,100
2019-01-02 04:00:00,105.547,10.280833333333334,75.75833333333334,1031.9166666666667,2.940333333333333,107.636,0.45599999999998886,4,2,1,150.0,100
2019-01-02 05:00:00,104.585,10.509166666666667,74.06666666666666,1031.0,3.1456666666666666,105.547,-2.0889999999999986,5,2,1,174.11809548974793,100
2019-01-02 06:00:00,108.683,10.191666666666666,73.16666666666667,1031.0,3.1710833333333333,104.585,-0.9620000000000033,6,2,1,200.0,100
2019-01-02 07:00:00,146.916,9.485833333333334,75.325,1031.0,5.010583333333333,108.683,4.098000000000013,7,2,1,225.88190451025207,100
